payment_id,customer_id,paid_at,amount_cents,currency,method
9000,10,2024-05-24 07:00:00,144890,GBP,ach
9001,27,2024-02-23 01:00:00,63092,USD,card
9002,25,2024-06-30 06:00:00,29317,EUR,wire
9003,7,2024-06-15 05:00:00,72619,JPY,card
9004,21,2024-05-05 01:00:00,53643,EUR,ach
9005,7,2024-03-19 15:00:00,73919,EUR,card
9006,16,2024-04-15 21:00:00,111184,GBP,wire
9007,17,2024-05-30 08:00:00,105433,GBP,wire
9008,2,2024-06-28 20:00:00,95189,JPY,card
9009,7,2024-04-09 04:00:00,78673,JPY,card
9010,5,2024-04-18 05:00:00,26968,EUR,card
9011,23,2024-05-29 11:00:00,39132,GBP,card
9012,9,2024-05-31 14:00:00,31097,JPY,wire
9013,9,2024-01-17 23:00:00,41752,EUR,wire
9014,6,2024-01-23 22:00:00,61886,GBP,ach
9015,26,2024-04-03 18:00:00,100973,GBP,ach
9016,17,2024-04-12 12:00:00,100187,EUR,wire
9017,20,2024-05-07 05:00:00,132357,GBP,card
9018,7,2024-06-14 08:00:00,32241,USD,ach
9019,18,2024-06-03 04:00:00,74295,EUR,wire
9020,25,2024-06-08 09:00:00,71778,USD,wire
9021,21,2024-06-10 08:00:00,145685,USD,wire
9022,18,2024-06-02 18:00:00,136471,GBP,wire
9023,10,2024-02-13 00:00:00,86407,USD,card
9024,14,2024-01-10 15:00:00,92752,GBP,ach
9025,26,2024-03-03 12:00:00,143163,JPY,wire
9026,21,2024-05-06 02:00:00,127329,GBP,card
9027,21,2024-02-22 11:00:00,147364,GBP,wire
9028,22,2024-03-22 20:00:00,114957,JPY,card
9029,19,2024-05-27 12:00:00,103313,GBP,ach
9030,26,2024-02-22 18:00:00,3129,JPY,ach
9031,27,2024-03-17 00:00:00,27951,JPY,ach
9032,13,2024-01-04 09:00:00,28772,JPY,card
9033,15,2024-04-24 12:00:00,149473,JPY,card
9034,18,2024-02-01 10:00:00,110667,JPY,wire
9035,14,2024-06-30 07:00:00,77727,USD,ach
9036,25,2024-04-29 18:00:00,34279,USD,ach
9037,27,2024-03-17 13:00:00,141422,USD,ach
9038,23,2024-01-21 09:00:00,116199,USD,card
9039,6,2024-05-28 02:00:00,73795,GBP,wire
9040,2,2024-06-18 15:00:00,121657,GBP,wire
9041,5,2024-03-20 00:00:00,105661,USD,card
9042,16,2024-03-29 16:00:00,140198,USD,ach
9043,12,2024-04-27 10:00:00,121033,JPY,ach
9044,13,2024-03-11 17:00:00,58648,EUR,wire
9045,3,2024-01-29 18:00:00,56706,GBP,wire
9046,23,2024-06-18 23:00:00,16566,EUR,wire
9047,25,2024-01-30 19:00:00,11473,EUR,ach
9048,11,2024-02-18 08:00:00,131880,EUR,wire
9049,16,2024-05-11 01:00:00,31699,USD,wire
9050,24,2024-06-06 18:00:00,143955,USD,wire
9051,10,2024-01-25 10:00:00,134611,EUR,ach
9052,4,2024-03-24 13:00:00,92421,USD,ach
9053,2,2024-01-31 15:00:00,57938,JPY,card
9054,12,2024-04-17 04:00:00,117274,GBP,wire
9055,21,2024-06-25 17:00:00,44439,GBP,wire
9056,26,2024-05-09 22:00:00,84097,EUR,ach
9057,14,2024-02-13 02:00:00,91179,GBP,ach
9058,22,2024-03-05 18:00:00,62664,EUR,ach
9059,1,2024-06-01 03:00:00,49146,JPY,card
9060,15,2024-02-14 10:00:00,132861,JPY,card
9061,17,2024-06-14 17:00:00,17115,JPY,card
9062,16,2024-01-23 01:00:00,143641,GBP,card
9063,10,2024-04-06 11:00:00,53144,USD,card
9064,7,2024-03-14 00:00:00,121810,USD,card
9065,21,2024-04-17 15:00:00,127416,JPY,ach
9066,4,2024-01-26 18:00:00,115004,GBP,wire
9067,12,2024-04-08 15:00:00,22881,JPY,card
9068,7,2024-01-17 23:00:00,55194,GBP,card
9069,18,2024-06-07 19:00:00,35369,EUR,wire
9070,11,2024-01-06 23:00:00,33937,GBP,card
9071,16,2024-05-17 07:00:00,9303,GBP,card
9072,22,2024-03-23 13:00:00,61856,EUR,wire
9073,10,2024-04-09 13:00:00,95002,USD,ach
9074,8,2024-06-07 02:00:00,74838,GBP,ach
9075,23,2024-03-22 18:00:00,50420,GBP,ach
9076,10,2024-04-24 04:00:00,30349,GBP,wire
9077,5,2024-06-13 04:00:00,68064,JPY,card
9078,18,2024-05-26 06:00:00,24691,EUR,ach
9079,17,2024-06-28 03:00:00,6224,USD,ach
9080,27,2024-02-25 06:00:00,135049,GBP,card
9081,1,2024-05-07 09:00:00,63973,GBP,ach
9082,21,2024-04-03 00:00:00,35135,EUR,wire
9083,21,2024-01-09 10:00:00,39724,GBP,ach
9084,11,2024-04-07 15:00:00,3420,JPY,ach
9085,20,2024-04-06 15:00:00,113623,EUR,wire
9086,1,2024-01-08 08:00:00,30309,GBP,card
9087,9,2024-03-29 00:00:00,94954,USD,card
9088,12,2024-05-22 11:00:00,116273,EUR,ach
9089,17,2024-01-03 02:00:00,106529,EUR,wire
9090,7,2024-02-10 00:00:00,95498,JPY,wire
9091,22,2024-06-20 16:00:00,123986,EUR,ach
9092,24,2024-03-16 20:00:00,62319,GBP,wire
9093,18,2024-06-27 15:00:00,53974,GBP,wire
9094,7,2024-03-21 00:00:00,81389,GBP,ach
9095,9,2024-01-25 19:00:00,26882,USD,card
9096,20,2024-05-09 19:00:00,144257,USD,ach
9097,24,2024-02-24 08:00:00,126029,GBP,wire
9098,3,2024-07-01 14:00:00,24870,JPY,card
9099,4,2024-05-11 17:00:00,89324,USD,ach
9100,6,2024-04-09 14:00:00,100859,GBP,ach
9101,6,2024-02-05 14:00:00,93813,JPY,card
9102,6,2024-03-25 12:00:00,1778,USD,ach
9103,2,2024-01-06 06:00:00,27463,JPY,card
9104,12,2024-03-05 20:00:00,86779,GBP,ach
9105,15,2024-02-19 22:00:00,85323,GBP,ach
9106,17,2024-06-04 15:00:00,121511,GBP,ach
9107,17,2024-01-04 02:00:00,144618,EUR,card
9108,15,2024-05-15 09:00:00,73389,GBP,card
