order_id,customer_id,placed_at,amount_cents,currency,status
1000,3,2024-06-03 17:24:00,29364,EUR,paid
1001,14,2024-06-19 09:09:00,70311,JPY,pending
1002,20,2024-04-29 03:06:00,70121,JPY,pending
1003,8,2024-02-14 04:01:00,35210,GBP,paid
1004,25,2024-02-22 01:44:00,72066,GBP,paid
1005,26,2024-02-16 04:00:00,47638,USD,paid
1006,23,2024-02-19 15:00:00,1200,GBP,paid
1007,3,2024-02-11 03:01:00,55927,EUR,paid
1008,6,2024-05-30 05:03:00,66297,EUR,pending
1009,1,2024-06-04 02:48:00,50809,JPY,paid
1010,10,2024-04-19 07:28:00,72456,EUR,paid
1011,2,2024-01-27 21:00:00,76409,EUR,void
1012,18,2024-02-27 21:39:00,35366,JPY,settled
1013,22,2024-03-16 16:58:00,47871,EUR,paid
1014,13,2024-06-14 05:58:00,-75980,USD,paid
1015,19,2024-04-01 06:32:00,-42218,USD,settled
1016,26,2024-05-19 21:37:00,87173,USD,pending
1017,16,2024-02-26 02:06:00,36537,EUR,void
1018,19,2024-04-23 17:38:00,-4608,GBP,paid
1019,8,2024-03-13 19:21:00,28993,EUR,void
1020,3,2024-04-26 03:05:00,31684,EUR,paid
1021,15,2024-03-08 23:49:00,-67640,EUR,pending
1022,13,2024-02-28 02:04:00,8002,JPY,pending
1023,8,2024-01-08 12:37:00,79222,JPY,void
1024,18,2024-04-15 07:25:00,67254,EUR,settled
1025,12,2024-03-18 07:21:00,87956,EUR,pending
1026,3,2024-06-26 11:27:00,56674,JPY,paid
1027,26,2024-02-13 17:28:00,78722,GBP,pending
1028,2,2024-06-10 08:43:00,80829,EUR,settled
1029,4,2024-04-01 00:09:00,37628,EUR,paid
1030,14,2024-01-30 15:56:00,16155,EUR,void
1031,24,2024-02-21 17:06:00,30119,GBP,void
1032,20,2024-03-29 08:28:00,67017,EUR,pending
1033,4,2024-06-14 04:54:00,30750,USD,pending
1033,4,2024-06-15 21:54:00,30655,USD,pending
1034,6,2024-02-26 20:00:00,83900,EUR,pending
1035,6,2024-01-24 18:43:00,16144,EUR,paid
1036,7,2024-04-27 01:27:00,88585,GBP,void
1037,14,2024-06-10 05:41:00,28198,JPY,paid
1038,10,2024-02-21 05:08:00,64849,USD,paid
1039,14,2024-02-28 00:04:00,-34351,GBP,settled
1040,25,2024-01-27 16:34:00,19904,USD,void
1041,7,2024-04-21 02:36:00,935,EUR,void
1042,14,2024-03-12 02:11:00,26300,USD,paid
1043,24,2024-03-05 22:13:00,73762,USD,settled
1044,25,2024-02-29 21:36:00,20376,JPY,void
1045,6,2024-04-04 21:30:00,34247,USD,paid
1045,6,2024-04-06 02:30:00,34070,USD,paid
1046,2,2024-06-08 10:28:00,3859,GBP,pending
1046,2,2024-06-10 10:28:00,3614,GBP,pending
1047,8,2024-04-05 15:19:00,87030,JPY,pending
1048,9,2024-02-26 15:23:00,40395,GBP,settled
1049,6,2024-03-07 13:53:00,49054,GBP,void
1050,9,2024-01-23 13:53:00,45119,GBP,settled
1051,15,2024-06-12 06:32:00,45613,JPY,pending
1051,15,2024-06-13 10:32:00,45176,JPY,pending
1052,15,2024-06-11 07:10:00,28160,USD,pending
1053,22,2024-04-12 14:15:00,51254,USD,settled
1054,22,2024-02-18 18:43:00,88994,EUR,paid
1055,22,2024-02-19 05:08:00,48783,USD,paid
1056,23,2024-03-01 08:36:00,73130,GBP,void
1057,5,2024-06-12 12:23:00,71827,EUR,void
1058,25,2024-02-08 22:20:00,73935,GBP,void
1059,22,2024-02-19 10:42:00,2127,JPY,paid
1060,23,2024-01-20 12:33:00,2140,GBP,void
1061,3,2024-01-10 16:21:00,-65207,GBP,settled
1062,7,2024-06-21 20:50:00,18487,EUR,paid
1063,4,2024-02-14 11:04:00,66886,USD,paid
1063,4,2024-02-14 13:04:00,66546,USD,paid
1064,19,2024-06-17 19:25:00,69375,USD,settled
1065,9,2024-03-24 16:11:00,44937,USD,paid
1066,3,2024-05-07 12:58:00,54036,USD,paid
1067,9,2024-02-23 18:36:00,32436,USD,paid
1068,12,2024-05-10 10:30:00,22878,GBP,pending
1069,24,2024-03-01 07:53:00,88938,JPY,pending
1070,14,2024-02-23 13:41:00,72110,JPY,paid
1071,6,2024-02-18 08:37:00,2007,EUR,void
1071,6,2024-02-19 11:37:00,1720,EUR,void
1072,22,2024-03-04 14:36:00,22970,GBP,paid
1073,19,2024-03-24 06:00:00,86379,USD,paid
