month,customer_id,region,net_usd_cents
2024-01-01,2,NA,51814
2024-01-01,6,EMEA,14499
2024-01-01,7,APAC,56454
2024-01-01,8,NA,10837
2024-01-01,10,APAC,93297
2024-01-01,15,EMEA,38947
2024-01-01,16,NA,585
2024-01-01,19,EMEA,41663
2024-01-01,21,APAC,122698
2024-01-01,22,APAC,79444
2024-02-01,5,EMEA,18894
2024-02-01,7,APAC,948
2024-02-01,9,NA,83358
2024-02-01,10,APAC,38224
2024-02-01,11,EMEA,225
2024-02-01,14,APAC,25011
2024-02-01,15,EMEA,30056
2024-02-01,18,EMEA,32681
2024-02-01,19,EMEA,34500
2024-03-01,1,NA,31171
2024-03-01,2,NA,84240
2024-03-01,5,EMEA,257
2024-03-01,6,EMEA,77965
2024-03-01,7,APAC,89903
2024-03-01,8,NA,72
2024-03-01,9,NA,42250
2024-03-01,10,APAC,137046
2024-03-01,12,EMEA,87481
2024-03-01,15,EMEA,55954
2024-03-01,16,NA,112431
2024-03-01,17,APAC,22739
2024-03-01,19,EMEA,90106
2024-03-01,20,EMEA,317
2024-03-01,21,APAC,26
2024-03-01,23,UNKNOWN,162
2024-03-01,24,UNKNOWN,77221
2024-04-01,1,NA,16
2024-04-01,2,NA,208035
2024-04-01,3,NA,898
2024-04-01,5,EMEA,11956
2024-04-01,8,NA,26771
2024-04-01,10,APAC,204
2024-04-01,11,EMEA,69286
2024-04-01,12,EMEA,131762
2024-04-01,14,APAC,147
2024-04-01,16,NA,4468
2024-04-01,17,APAC,159
2024-04-01,18,EMEA,464
2024-04-01,19,EMEA,615
2024-04-01,20,EMEA,18521
2024-04-01,21,APAC,28251
2024-04-01,24,UNKNOWN,9490
2024-04-01,25,UNKNOWN,91159
2024-05-01,1,NA,87059
2024-05-01,2,NA,407
2024-05-01,6,EMEA,29176
2024-05-01,7,APAC,11279
2024-05-01,9,NA,109816
2024-05-01,12,EMEA,74574
2024-05-01,13,NA,2779
2024-05-01,14,APAC,40
2024-05-01,16,NA,135155
2024-05-01,19,EMEA,1523
2024-05-01,21,APAC,3237
2024-05-01,23,UNKNOWN,97233
2024-05-01,25,UNKNOWN,99710
2024-06-01,2,NA,525
2024-06-01,3,NA,35011
2024-06-01,5,EMEA,119769
2024-06-01,7,APAC,104949
2024-06-01,11,EMEA,92311
2024-06-01,14,APAC,151
2024-06-01,15,EMEA,24142
2024-06-01,21,APAC,610
2024-06-01,23,UNKNOWN,18034
2024-06-01,25,UNKNOWN,29509
