order_id,customer_id,placed_at,amount_cents,currency,status
1000,16,2024-06-28 19:59:00,37995,EUR,paid
1001,5,2024-02-21 03:50:00,53062,EUR,paid
1002,14,2024-01-23 13:53:00,85838,JPY,paid
1003,5,2024-06-02 21:12:00,70457,GBP,pending
1004,30,2024-03-08 07:40:00,48165,JPY,void
1005,7,2024-03-30 16:09:00,58513,USD,paid
1006,23,2024-01-12 08:49:00,85395,EUR,paid
1007,8,2024-04-05 14:53:00,25690,EUR,paid
1008,7,2024-05-27 12:11:00,62619,USD,void
1009,4,2024-05-31 21:26:00,72107,USD,pending
1010,20,2024-04-18 22:55:00,48247,USD,pending
1011,24,2024-01-10 13:40:00,54497,GBP,void
1012,2,2024-02-28 15:00:00,30783,GBP,settled
1013,18,2024-02-14 03:47:00,12536,EUR,paid
1014,30,2024-05-31 17:09:00,61776,USD,paid
1015,7,2024-06-25 17:31:00,49872,USD,paid
1016,27,2024-03-29 09:38:00,33871,USD,void
1017,26,2024-03-07 06:35:00,4986,GBP,paid
1018,25,2024-01-15 19:14:00,369,GBP,paid
1018,25,2024-01-17 19:14:00,84,GBP,paid
1019,26,2024-05-23 02:27:00,85564,JPY,pending
1020,1,2024-01-29 01:33:00,57274,EUR,void
1021,3,2024-06-16 22:02:00,12761,EUR,paid
1022,13,2024-06-09 08:17:00,25616,EUR,paid
1023,3,2024-04-26 20:01:00,47646,JPY,void
1023,3,2024-04-28 10:01:00,47358,JPY,void
1024,29,2024-04-23 10:43:00,-666,JPY,paid
1025,15,2024-02-22 19:59:00,30886,USD,settled
1026,16,2024-01-13 10:56:00,82243,GBP,paid
1027,26,2024-01-12 05:40:00,85918,GBP,pending
1028,20,2024-06-16 23:31:00,45294,EUR,paid
1029,29,2024-06-11 20:50:00,20901,JPY,void
1029,29,2024-06-12 22:50:00,20744,JPY,void
1030,19,2024-06-14 00:14:00,6783,USD,settled
1030,19,2024-06-15 00:14:00,6304,USD,settled
1031,1,2024-01-13 22:45:00,73399,JPY,paid
1032,22,2024-02-26 16:18:00,79011,JPY,paid
1033,17,2024-04-15 21:02:00,90021,EUR,void
1033,17,2024-04-16 23:02:00,90020,EUR,void
1034,7,2024-02-16 11:16:00,67411,USD,paid
1035,11,2024-01-20 08:24:00,26114,GBP,settled
1036,25,2024-05-21 01:15:00,51652,JPY,settled
1037,18,2024-01-10 19:41:00,86660,JPY,paid
1038,4,2024-02-15 14:34:00,56751,EUR,settled
1039,1,2024-06-28 23:53:00,50852,JPY,paid
1040,10,2024-04-09 08:57:00,75743,GBP,pending
1041,6,2024-01-30 05:23:00,57943,GBP,paid
1042,6,2024-02-08 09:37:00,6346,JPY,paid
1043,18,2024-02-02 16:06:00,73110,EUR,settled
1043,18,2024-02-03 12:06:00,72672,EUR,settled
1044,5,2024-04-07 16:13:00,32174,JPY,pending
1045,20,2024-03-20 04:03:00,45161,USD,pending
1046,29,2024-01-30 05:52:00,11562,USD,paid
1047,8,2024-05-28 03:33:00,9740,GBP,pending
1048,26,2024-05-14 12:03:00,84839,EUR,settled
1049,22,2024-02-15 10:05:00,24088,JPY,pending
1050,1,2024-01-23 21:14:00,82640,JPY,pending
1051,18,2024-03-20 05:08:00,60221,USD,void
1051,18,2024-03-20 22:08:00,59864,USD,void
1052,5,2024-05-10 14:18:00,81079,USD,void
1053,19,2024-02-04 03:37:00,34278,EUR,pending
1054,9,2024-04-28 16:17:00,86355,EUR,settled
