month,customer_id,region,net_usd_cents
2024-01-01,1,EMEA,32057
2024-01-01,2,APAC,186514
2024-01-01,5,APAC,159
2024-01-01,7,APAC,19550
2024-01-01,8,APAC,73827
2024-01-01,14,EMEA,16336
2024-01-01,16,EMEA,28041
2024-01-01,21,UNKNOWN,44468
2024-02-01,4,NA,77754
2024-02-01,5,APAC,1804
2024-02-01,6,EMEA,507
2024-02-01,9,EMEA,21018
2024-02-01,12,NA,66691
2024-02-01,19,UNKNOWN,114600
2024-02-01,20,UNKNOWN,33401
2024-03-01,1,EMEA,103267
2024-03-01,2,APAC,91352
2024-03-01,3,APAC,65333
2024-03-01,5,APAC,90620
2024-03-01,6,EMEA,64
2024-03-01,8,APAC,105244
2024-03-01,9,EMEA,45440
2024-03-01,16,EMEA,87350
2024-04-01,2,APAC,56728
2024-04-01,4,NA,112114
2024-04-01,6,EMEA,1942
2024-04-01,8,APAC,2430
2024-04-01,9,EMEA,86055
2024-04-01,10,APAC,34863
2024-04-01,12,NA,36915
2024-04-01,13,NA,98
2024-04-01,16,EMEA,3
2024-04-01,17,EMEA,10638
2024-04-01,18,NA,144204
2024-04-01,19,UNKNOWN,133656
2024-04-01,20,UNKNOWN,46
2024-04-01,21,UNKNOWN,85327
2024-05-01,1,EMEA,2798
2024-05-01,4,NA,100494
2024-05-01,5,APAC,139126
2024-05-01,6,EMEA,486
2024-05-01,7,APAC,65653
2024-05-01,8,APAC,7325
2024-05-01,12,NA,19695
2024-05-01,14,EMEA,70
2024-06-01,2,APAC,205
2024-06-01,8,APAC,319
2024-06-01,12,NA,168328
2024-06-01,20,UNKNOWN,46866
2024-06-01,21,UNKNOWN,249
