order_id,customer_id,placed_at,amount_cents,currency,status
1000,2,2024-04-10 10:58:00,11860,EUR,pending
1001,22,2024-06-10 06:23:00,82682,JPY,paid
1002,10,2024-03-18 19:42:00,5230,GBP,pending
1003,25,2024-06-25 04:40:00,51963,EUR,paid
1004,1,2024-01-16 19:09:00,64570,USD,paid
1004,1,2024-01-17 10:09:00,64440,USD,paid
1005,13,2024-05-26 08:56:00,44611,GBP,pending
1006,8,2024-04-20 07:42:00,1377,EUR,paid
1007,2,2024-01-06 00:39:00,66867,EUR,paid
1008,1,2024-01-31 10:47:00,64747,JPY,pending
1009,26,2024-06-12 12:02:00,7744,EUR,paid
1010,24,2024-04-21 00:09:00,36160,JPY,paid
1011,24,2024-02-24 14:01:00,13994,USD,paid
1011,24,2024-02-26 00:01:00,13788,USD,paid
1012,18,2024-05-18 13:35:00,47561,JPY,paid
1013,27,2024-03-28 03:12:00,17054,JPY,settled
1014,17,2024-05-29 02:41:00,-44967,GBP,paid
1015,28,2024-02-07 04:02:00,47478,JPY,paid
1015,28,2024-02-08 23:02:00,47252,JPY,paid
1016,15,2024-04-08 05:08:00,63723,EUR,void
1017,28,2024-02-18 18:47:00,-43437,GBP,void
1018,24,2024-04-20 19:02:00,7918,GBP,paid
1019,16,2024-02-11 19:15:00,12599,GBP,void
1020,5,2024-01-03 10:29:00,52655,USD,paid
1021,28,2024-04-20 17:43:00,25362,JPY,paid
1022,3,2024-03-29 02:48:00,83693,GBP,void
1023,18,2024-02-11 22:11:00,13488,JPY,settled
1024,13,2024-05-25 06:49:00,62469,GBP,pending
1025,22,2024-03-31 02:52:00,33542,JPY,paid
1026,6,2024-06-24 18:05:00,7391,USD,pending
1027,14,2024-02-07 18:03:00,4477,GBP,void
1027,14,2024-02-09 06:03:00,4172,GBP,void
1028,19,2024-03-22 22:09:00,19816,GBP,void
1029,19,2024-05-26 04:04:00,46711,EUR,settled
1030,23,2024-01-06 10:56:00,10480,EUR,settled
1031,10,2024-04-08 06:35:00,72816,USD,void
1032,9,2024-03-12 06:06:00,-5944,EUR,pending
1033,18,2024-05-24 16:57:00,63459,GBP,paid
1034,13,2024-05-12 11:09:00,45446,EUR,void
1035,21,2024-01-23 01:22:00,51380,GBP,paid
1036,22,2024-02-25 04:00:00,58762,GBP,paid
1037,4,2024-03-04 10:59:00,87641,GBP,paid
1038,16,2024-06-07 14:33:00,11136,EUR,paid
1039,17,2024-03-10 16:53:00,38083,GBP,void
1040,17,2024-03-27 01:05:00,18477,JPY,settled
1041,24,2024-02-27 16:39:00,66844,GBP,pending
1042,25,2024-02-28 08:40:00,59048,GBP,paid
1042,25,2024-02-29 03:40:00,58894,GBP,paid
1043,8,2024-05-22 20:05:00,1631,EUR,settled
1044,26,2024-05-10 16:20:00,19354,GBP,pending
1045,24,2024-02-15 07:58:00,61116,GBP,settled
1046,13,2024-04-01 01:08:00,72019,EUR,pending
1047,22,2024-05-05 02:00:00,38005,USD,pending
1048,2,2024-04-25 13:29:00,-22672,JPY,void
1048,2,2024-04-26 04:29:00,50,JPY,void
1049,13,2024-01-11 13:25:00,23791,GBP,paid
1050,18,2024-06-18 18:21:00,32493,GBP,void
1051,4,2024-05-28 22:27:00,43287,GBP,settled
1052,18,2024-01-22 10:17:00,87551,EUR,pending
1053,14,2024-05-20 13:32:00,12507,GBP,settled
1054,16,2024-02-25 07:54:00,7070,EUR,pending
1055,24,2024-04-30 10:08:00,9297,JPY,void
1056,18,2024-02-07 22:16:00,71333,EUR,paid
1056,18,2024-02-09 10:16:00,70938,EUR,paid
1057,4,2024-02-29 08:55:00,72254,USD,void
1058,2,2024-05-09 02:08:00,59454,JPY,void
1059,13,2024-03-14 04:22:00,13231,USD,pending
1060,17,2024-06-20 11:37:00,86221,JPY,settled
1061,2,2024-06-14 17:32:00,86215,GBP,void
1062,21,2024-02-12 16:26:00,61771,JPY,settled
1063,17,2024-02-15 20:27:00,59479,USD,settled
1064,15,2024-05-03 04:21:00,87609,JPY,paid
1065,28,2024-04-04 06:50:00,71667,GBP,void
1066,24,2024-04-12 01:05:00,88824,JPY,pending
1066,24,2024-04-12 13:05:00,88755,JPY,pending
1067,12,2024-06-28 21:09:00,48874,GBP,paid
1068,16,2024-06-01 11:46:00,253,GBP,void
1069,2,2024-06-07 10:15:00,35831,EUR,paid
1070,1,2024-01-05 23:01:00,-60587,EUR,paid
1070,1,2024-01-06 02:01:00,50,EUR,paid
1071,28,2024-05-19 10:11:00,56258,JPY,settled
1072,13,2024-04-15 00:41:00,38437,JPY,pending
1073,27,2024-05-31 17:20:00,43230,USD,void
1074,3,2024-04-15 15:27:00,62823,EUR,paid
1075,18,2024-05-07 15:24:00,76723,GBP,void
1076,2,2024-02-04 14:25:00,26547,GBP,paid
1077,12,2024-05-23 15:26:00,53694,GBP,pending
1077,12,2024-05-24 19:26:00,53514,GBP,pending
1078,22,2024-05-09 05:15:00,42263,USD,paid
1079,9,2024-05-13 09:53:00,48671,GBP,paid
1080,16,2024-02-20 15:41:00,23286,GBP,paid
1081,17,2024-05-13 21:07:00,48506,EUR,void
1082,10,2024-02-24 08:55:00,4944,JPY,paid
1083,15,2024-06-12 19:30:00,-64840,GBP,void
1084,3,2024-01-23 21:44:00,-55819,JPY,paid
1085,21,2024-02-06 04:28:00,68008,USD,paid
1086,22,2024-03-20 02:52:00,56368,EUR,paid
1087,11,2024-01-11 02:26:00,34642,JPY,paid
1088,17,2024-02-20 18:50:00,4549,GBP,paid
1089,22,2024-05-18 06:29:00,76649,EUR,paid
1090,23,2024-04-08 15:59:00,3800,USD,paid
1091,8,2024-02-28 19:13:00,85087,USD,paid
1092,24,2024-06-12 03:45:00,31950,GBP,settled
1093,25,2024-03-11 00:48:00,61951,USD,paid
1094,7,2024-03-20 03:09:00,21739,GBP,settled
1095,9,2024-02-20 14:38:00,19874,EUR,pending
1096,18,2024-01-10 00:24:00,13237,JPY,settled
1097,22,2024-03-02 07:42:00,89673,EUR,pending
1098,22,2024-05-15 07:53:00,57647,GBP,void
1099,10,2024-02-23 01:41:00,24382,EUR,paid
1100,11,2024-03-12 23:17:00,4055,EUR,paid
1100,11,2024-03-13 19:17:00,3679,EUR,paid
1101,8,2024-04-25 06:55:00,30368,JPY,paid
1102,12,2024-05-16 10:21:00,52161,JPY,paid
1103,15,2024-01-25 09:12:00,29046,EUR,settled
1104,9,2024-05-06 09:41:00,13519,USD,paid
1105,1,2024-04-10 00:51:00,-2695,USD,pending
1105,1,2024-04-11 13:51:00,50,USD,pending
1106,6,2024-06-01 22:08:00,68509,GBP,paid
1106,6,2024-06-03 00:08:00,68231,GBP,paid
1107,23,2024-01-20 22:54:00,22882,EUR,pending
1108,21,2024-04-05 00:40:00,48141,GBP,paid
1109,24,2024-03-26 10:18:00,80405,JPY,settled
1110,11,2024-06-03 01:59:00,14283,JPY,paid
1111,10,2024-04-26 16:16:00,38995,USD,settled
1112,19,2024-03-06 10:42:00,26749,JPY,pending
1113,25,2024-03-07 14:48:00,31935,USD,settled
1114,3,2024-05-21 12:32:00,38126,JPY,void
1115,18,2024-01-20 13:00:00,23253,EUR,pending
1116,19,2024-04-18 14:41:00,77781,USD,pending
1117,6,2024-05-09 09:07:00,11160,GBP,paid
1117,6,2024-05-09 11:07:00,11059,GBP,paid
1118,9,2024-06-23 06:43:00,85991,EUR,paid
1119,10,2024-01-17 18:49:00,69304,JPY,paid
1120,21,2024-03-15 08:31:00,54639,EUR,void
1121,14,2024-03-11 14:39:00,50569,GBP,paid
1122,2,2024-02-27 16:41:00,10585,EUR,paid
1123,17,2024-03-25 17:02:00,67428,JPY,paid
1124,4,2024-06-12 06:50:00,5288,USD,paid
1125,12,2024-01-08 19:49:00,23360,JPY,settled
1125,12,2024-01-09 20:49:00,22932,JPY,settled
1126,12,2024-03-05 23:00:00,3071,JPY,void
1127,14,2024-04-04 21:35:00,21202,USD,settled
1128,6,2024-02-22 04:55:00,38104,EUR,pending
1129,17,2024-04-13 20:36:00,76040,EUR,paid
1130,16,2024-05-09 16:54:00,-25472,USD,paid
1131,26,2024-06-23 15:51:00,34576,GBP,paid
1132,3,2024-01-07 03:50:00,3031,EUR,void
1133,22,2024-04-08 00:13:00,-83913,GBP,paid
1134,26,2024-03-27 14:27:00,78017,GBP,pending
1135,16,2024-02-14 10:50:00,10910,GBP,paid
1136,16,2024-02-21 22:14:00,37039,GBP,paid
1137,21,2024-03-24 06:17:00,52935,USD,paid
1138,2,2024-03-16 16:15:00,49728,USD,paid
1139,26,2024-04-29 01:40:00,3084,JPY,settled
1140,3,2024-05-11 11:12:00,25117,GBP,settled
1141,6,2024-02-14 18:03:00,55464,EUR,void
1142,7,2024-06-18 01:23:00,36195,JPY,paid
1143,27,2024-03-27 01:50:00,-28158,GBP,settled
1144,5,2024-03-20 05:45:00,26108,JPY,paid
1144,5,2024-03-20 14:45:00,25833,JPY,paid
1145,8,2024-05-15 07:36:00,22726,JPY,pending
1146,1,2024-02-14 19:49:00,69902,JPY,pending
1146,1,2024-02-15 15:49:00,69473,JPY,pending
1147,12,2024-02-06 07:32:00,49481,JPY,settled
1148,5,2024-04-19 08:30:00,64466,EUR,paid
1149,18,2024-01-28 17:12:00,71912,EUR,paid
1150,18,2024-05-24 20:06:00,-67013,JPY,settled
1151,7,2024-01-03 00:09:00,69062,EUR,settled
1152,3,2024-03-10 04:34:00,68917,JPY,settled
1153,14,2024-01-31 17:41:00,42422,USD,settled
1154,17,2024-06-07 08:28:00,81729,GBP,pending
1155,10,2024-04-14 15:30:00,48571,GBP,settled
1156,22,2024-06-16 01:45:00,53631,USD,void
1157,23,2024-06-20 15:14:00,60745,EUR,pending
1158,22,2024-06-05 04:54:00,71629,USD,settled
1159,21,2024-04-03 17:40:00,-72882,GBP,paid
1160,27,2024-05-11 14:23:00,85815,JPY,paid
1160,27,2024-05-12 23:23:00,85370,JPY,paid
1161,12,2024-01-24 18:41:00,64825,EUR,void
1162,20,2024-05-07 22:39:00,86032,JPY,paid
1163,11,2024-06-22 04:43:00,14393,GBP,settled
1164,8,2024-05-02 22:52:00,84364,EUR,pending
1165,22,2024-04-09 20:48:00,43507,JPY,paid
1166,23,2024-02-27 02:55:00,16389,JPY,void
1167,28,2024-05-20 22:59:00,89790,JPY,paid
1168,19,2024-04-30 14:43:00,31080,GBP,void
1169,7,2024-03-06 16:57:00,45570,GBP,paid
1170,23,2024-02-22 22:20:00,3526,GBP,settled
1171,12,2024-01-04 19:15:00,48986,GBP,paid
1171,12,2024-01-06 17:15:00,48692,GBP,paid
1172,12,2024-06-17 05:41:00,44064,USD,pending
1173,27,2024-05-11 00:05:00,-31104,JPY,paid
1174,10,2024-04-16 03:26:00,889,JPY,paid
1174,10,2024-04-16 10:26:00,540,JPY,paid
1175,7,2024-06-14 12:37:00,55780,USD,paid
1176,27,2024-02-09 19:03:00,25069,JPY,pending
1177,15,2024-04-13 22:04:00,44255,GBP,pending
1178,16,2024-03-31 10:11:00,13665,EUR,void
1179,26,2024-01-16 06:00:00,81328,EUR,pending
1180,24,2024-05-13 15:39:00,70994,GBP,paid
1181,8,2024-01-25 00:31:00,70932,GBP,pending
1182,10,2024-03-26 14:42:00,24171,EUR,void
1183,16,2024-04-19 13:51:00,63757,JPY,pending
1184,25,2024-04-11 07:25:00,87947,GBP,paid
1185,26,2024-05-31 07:08:00,8859,GBP,settled
1186,6,2024-03-24 04:26:00,28210,USD,pending
1187,8,2024-01-24 07:28:00,10437,GBP,settled
1188,18,2024-01-06 06:50:00,78161,EUR,paid
1189,20,2024-03-29 11:55:00,62396,EUR,pending
1190,1,2024-06-04 15:24:00,75594,GBP,void
1191,27,2024-02-23 17:17:00,89767,JPY,void
1192,20,2024-02-24 00:14:00,69720,JPY,paid
1193,17,2024-02-03 03:35:00,77758,JPY,void
1194,12,2024-05-04 16:06:00,54733,EUR,void
1195,19,2024-02-06 03:57:00,13730,GBP,settled
1195,19,2024-02-07 20:57:00,13697,GBP,settled
1196,17,2024-01-13 05:26:00,20400,GBP,void
1197,18,2024-03-23 01:33:00,65081,GBP,settled
1198,23,2024-03-07 21:25:00,18040,USD,paid
